frequency (Hz),magnitude L (dB),phase L (deg),magnitude R (dB),phase R (deg)
20912.8631,-3.5565,-5.6284,-9.5427,-131.4703
20918.7210,-3.5573,-5.6188,-9.5484,-131.5451
20924.5790,-3.5581,-5.6091,-9.5538,-131.6216
20930.4369,-3.5588,-5.6002,-9.5592,-131.6974
20936.2948,-3.5596,-5.5905,-9.5648,-131.7737
20942.1528,-3.5605,-5.5809,-9.5701,-131.8504
20948.0107,-3.5614,-5.5711,-9.5755,-131.9244
20953.8687,-3.5621,-5.5617,-9.5811,-132.0013
20959.7266,-3.5628,-5.5512,-9.5865,-132.0776
20965.5846,-3.5636,-5.5425,-9.5919,-132.1548
20971.4425,-3.5644,-5.5331,-9.5974,-132.2297
20977.3005,-3.5652,-5.5223,-9.6026,-132.3060
20983.1584,-3.5661,-5.5131,-9.6085,-132.3829
20989.0164,-3.5668,-5.5033,-9.6137,-132.4614
20994.8743,-3.5676,-5.4943,-9.6190,-132.5373
21000.7322,-3.5684,-5.4841,-9.6244,-132.6128
21006.5902,-3.5694,-5.4748,-9.6300,-132.6910
21012.4481,-3.5699,-5.4648,-9.6354,-132.7657
21018.3061,-3.5707,-5.4546,-9.6409,-132.8439
21024.1640,-3.5715,-5.4455,-9.6462,-132.9210
21030.0220,-3.5723,-5.4359,-9.6515,-132.9988
21035.8799,-3.5731,-5.4262,-9.6574,-133.0746
21041.7379,-3.5739,-5.4159,-9.6623,-133.1523
21047.5958,-3.5747,-5.4065,-9.6680,-133.2305
21053.4537,-3.5754,-5.3968,-9.6733,-133.3080
21059.3117,-3.5761,-5.3878,-9.6786,-133.3843
21065.1696,-3.5771,-5.3772,-9.6839,-133.4618
21071.0276,-3.5777,-5.3680,-9.6892,-133.5411
21076.8855,-3.5786,-5.3582,-9.6944,-133.6175
21082.7435,-3.5791,-5.3480,-9.7000,-133.6949
21088.6014,-3.5800,-5.3381,-9.7052,-133.7726
21094.4594,-3.5808,-5.3293,-9.7106,-133.8504
21100.3173,-3.5815,-5.3188,-9.7159,-133.9292
21106.1753,-3.5823,-5.3088,-9.7214,-134.0066
21112.0332,-3.5830,-5.2995,-9.7269,-134.0848
21117.8911,-3.5838,-5.2907,-9.7321,-134.1634
21123.7491,-3.5846,-5.2796,-9.7375,-134.2415
21129.6070,-3.5854,-5.2705,-9.7430,-134.3195
21135.4650,-3.5862,-5.2605,-9.7482,-134.3979
21141.3229,-3.5868,-5.2501,-9.7537,-134.4761
21147.1809,-3.5877,-5.2412,-9.7587,-134.5551
21153.0388,-3.5884,-5.2307,-9.7643,-134.6334
21158.8968,-3.5891,-5.2211,-9.7694,-134.7115
21164.7547,-3.5899,-5.2105,-9.7747,-134.7917
21170.6126,-3.5906,-5.2017,-9.7801,-134.8682
21176.4706,-3.5913,-5.1919,-9.7855,-134.9486
21182.3285,-3.5922,-5.1822,-9.7909,-135.0279
21188.1865,-3.5928,-5.1724,-9.7957,-135.1060
21194.0444,-3.5936,-5.1617,-9.8015,-135.1828
21199.9024,-3.5943,-5.1525,-9.8068,-135.2649
21205.7603,-3.5952,-5.1428,-9.8119,-135.3434
21211.6183,-3.5958,-5.1331,-9.8173,-135.4218
21217.4762,-3.5967,-5.1225,-9.8227,-135.5024
21223.3341,-3.5974,-5.1126,-9.8278,-135.5812
21229.1921,-3.5980,-5.1030,-9.8332,-135.6616
21235.0500,-3.5988,-5.0925,-9.8385,-135.7402
21240.9080,-3.5996,-5.0826,-9.8437,-135.8199
21246.7659,-3.6004,-5.0726,-9.8488,-135.8993
21252.6239,-3.6010,-5.0630,-9.8542,-135.9783
21258.4818,-3.6016,-5.0529,-9.8596,-136.0588
21264.3398,-3.6025,-5.0439,-9.8645,-136.1390
21270.1977,-3.6030,-5.0337,-9.8697,-136.2180
21276.0557,-3.6039,-5.0232,-9.8753,-136.2993
21281.9136,-3.6045,-5.0141,-9.8803,-136.3795
21287.7715,-3.6053,-5.0037,-9.8855,-136.4582
21293.6295,-3.6060,-4.9941,-9.8909,-136.5393
21299.4874,-3.6069,-4.9836,-9.8960,-136.6208
21305.3454,-3.6075,-4.9740,-9.9013,-136.7002
21311.2033,-3.6082,-4.9633,-9.9064,-136.7801
21317.0613,-3.6088,-4.9541,-9.9115,-136.8617
21322.9192,-3.6097,-4.9440,-9.9169,-136.9405
21328.7772,-3.6104,-4.9348,-9.9222,-137.0232
21334.6351,-3.6110,-4.9236,-9.9270,-137.1028
21340.4930,-3.6118,-4.9152,-9.9324,-137.1818
21346.3510,-3.6123,-4.9044,-9.9376,-137.2645
21352.2089,-3.6132,-4.8947,-9.9427,-137.3455
21358.0669,-3.6139,-4.8845,-9.9479,-137.4256
21363.9248,-3.6148,-4.8736,-9.9531,-137.5069
21369.7828,-3.6153,-4.8636,-9.9582,-137.5873
21375.6407,-3.6161,-4.8537,-9.9633,-137.6690
21381.4987,-3.6167,-4.8445,-9.9686,-137.7503
21387.3566,-3.6174,-4.8337,-9.9736,-137.8318
21393.2145,-3.6181,-4.8237,-9.9788,-137.9117
21399.0725,-3.6187,-4.8135,-9.9840,-137.9945
21404.9304,-3.6194,-4.8038,-9.9891,-138.0766
21410.7884,-3.6201,-4.7934,-9.9941,-138.1573
21416.6463,-3.6208,-4.7848,-9.9995,-138.2390
21422.5043,-3.6216,-4.7733,-10.0045,-138.3218
21428.3622,-3.6223,-4.7636,-10.0096,-138.4045
21434.2202,-3.6230,-4.7536,-10.0147,-138.4857
21440.0781,-3.6236,-4.7433,-10.0199,-138.5682
21445.9361,-3.6243,-4.7337,-10.0250,-138.6505
21451.7940,-3.6251,-4.7238,-10.0300,-138.7329
21457.6519,-3.6256,-4.7126,-10.0352,-138.8144
21463.5099,-3.6265,-4.7029,-10.0402,-138.8972
21469.3678,-3.6270,-4.6923,-10.0452,-138.9795
21475.2258,-3.6277,-4.6835,-10.0503,-139.0612
21481.0837,-3.6283,-4.6719,-10.0552,-139.1441
21486.9417,-3.6291,-4.6630,-10.0603,-139.2260
21492.7996,-3.6297,-4.6529,-10.0654,-139.3074
21498.6576,-3.6305,-4.6421,-10.0705,-139.3903
21504.5155,-3.6310,-4.6326,-10.0755,-139.4725
21510.3734,-3.6319,-4.6214,-10.0807,-139.5563
21516.2314,-3.6323,-4.6125,-10.0855,-139.6386
21522.0893,-3.6332,-4.6012,-10.0905,-139.7213
21527.9473,-3.6338,-4.5920,-10.0957,-139.8049
21533.8052,-3.6345,-4.5811,-10.1007,-139.8891
21539.6632,-3.6351,-4.5714,-10.1056,-139.9720
21545.5211,-3.6357,-4.5606,-10.1109,-140.0550
21551.3791,-3.6365,-4.5511,-10.1158,-140.1382
21557.2370,-3.6370,-4.5404,-10.1210,-140.2224
21563.0949,-3.6377,-4.5307,-10.1258,-140.3057
21568.9529,-3.6383,-4.5197,-10.1308,-140.3882
21574.8108,-3.6391,-4.5102,-10.1358,-140.4714
21580.6688,-3.6396,-4.5001,-10.1409,-140.5561
21586.5267,-3.6403,-4.4897,-10.1455,-140.6384
21592.3847,-3.6410,-4.4802,-10.1505,-140.7226
21598.2426,-3.6416,-4.4694,-10.1554,-140.8060
21604.1006,-3.6423,-4.4595,-10.1603,-140.8918
21609.9585,-3.6430,-4.4479,-10.1654,-140.9747
21615.8165,-3.6437,-4.4385,-10.1701,-141.0596
21621.6744,-3.6441,-4.4287,-10.1751,-141.1440
21627.5323,-3.6449,-4.4175,-10.1801,-141.2278
21633.3903,-3.6455,-4.4081,-10.1851,-141.3137
21639.2482,-3.6461,-4.3970,-10.1899,-141.3962
21645.1062,-3.6467,-4.3878,-10.1947,-141.4812
21650.9641,-3.6475,-4.3769,-10.1997,-141.5648
21656.8221,-3.6481,-4.3669,-10.2045,-141.6493
21662.6800,-3.6487,-4.3569,-10.2097,-141.7333
21668.5380,-3.6493,-4.3460,-10.2143,-141.8192
21674.3959,-3.6499,-4.3363,-10.2192,-141.9031
21680.2538,-3.6506,-4.3250,-10.2240,-141.9874
21686.1118,-3.6512,-4.3157,-10.2291,-142.0732
21691.9697,-3.6519,-4.3055,-10.2338,-142.1579
21697.8277,-3.6524,-4.2944,-10.2384,-142.2440
21703.6856,-3.6531,-4.2848,-10.2434,-142.3279
21709.5436,-3.6537,-4.2746,-10.2484,-142.4128
21715.4015,-3.6543,-4.2641,-10.2531,-142.4992
21721.2595,-3.6550,-4.2534,-10.2579,-142.5846
21727.1174,-3.6557,-4.2431,-10.2627,-142.6698
21732.9753,-3.6561,-4.2330,-10.2676,-142.7547
21738.8333,-3.6568,-4.2214,-10.2725,-142.8407
21744.6912,-3.6575,-4.2120,-10.2772,-142.9285
21750.5492,-3.6580,-4.2017,-10.2818,-143.0119
21756.4071,-3.6586,-4.1902,-10.2867,-143.0978
21762.2651,-3.6592,-4.1810,-10.2914,-143.1844
21768.1230,-3.6598,-4.1701,-10.2964,-143.2699
21773.9810,-3.6603,-4.1599,-10.3009,-143.3571
21779.8389,-3.6610,-4.1496,-10.3056,-143.4422
21785.6969,-3.6616,-4.1395,-10.3104,-143.5271
21791.5548,-3.6622,-4.1290,-10.3154,-143.6143
21797.4127,-3.6628,-4.1188,-10.3199,-143.6999
21803.2707,-3.6633,-4.1085,-10.3248,-143.7881
21809.1286,-3.6640,-4.0979,-10.3294,-143.8731
21814.9866,-3.6646,-4.0873,-10.3339,-143.9585
21820.8445,-3.6651,-4.0778,-10.3391,-144.0445
21826.7025,-3.6658,-4.0665,-10.3435,-144.1347
21832.5604,-3.6664,-4.0572,-10.3481,-144.2188
21838.4184,-3.6671,-4.0460,-10.3528,-144.3041
21844.2763,-3.6675,-4.0358,-10.3576,-144.3925
21850.1342,-3.6682,-4.0250,-10.3620,-144.4793
21855.9922,-3.6687,-4.0149,-10.3668,-144.5670
21861.8501,-3.6693,-4.0041,-10.3714,-144.6536
21867.7081,-3.6700,-3.9937,-10.3761,-144.7416
21873.5660,-3.6705,-3.9834,-10.3805,-144.8288
21879.4240,-3.6711,-3.9735,-10.3852,-144.9149
21885.2819,-3.6716,-3.9620,-10.3900,-145.0020
21891.1399,-3.6723,-3.9525,-10.3944,-145.0914
21896.9978,-3.6728,-3.9418,-10.3990,-145.1756
21902.8557,-3.6733,-3.9305,-10.4038,-145.2643
21908.7137,-3.6740,-3.9211,-10.4083,-145.3530
21914.5716,-3.6746,-3.9095,-10.4128,-145.4386
21920.4296,-3.6751,-3.8995,-10.4177,-145.5281
21926.2875,-3.6757,-3.8880,-10.4221,-145.6157
21932.1455,-3.6761,-3.8790,-10.4265,-145.7033
21938.0034,-3.6767,-3.8683,-10.4313,-145.7908
21943.8614,-3.6773,-3.8568,-10.4356,-145.8802
21949.7193,-3.6779,-3.8477,-10.4403,-145.9674
21955.5773,-3.6784,-3.8364,-10.4447,-146.0542
21961.4352,-3.6790,-3.8265,-10.4495,-146.1431
21967.2931,-3.6796,-3.8159,-10.4539,-146.2315
21973.1511,-3.6801,-3.8053,-10.4584,-146.3218
21979.0090,-3.6806,-3.7946,-10.4628,-146.4060
21984.8670,-3.6812,-3.7840,-10.4675,-146.4968
21990.7249,-3.6817,-3.7740,-10.4718,-146.5853
21996.5829,-3.6823,-3.7628,-10.4761,-146.6740
22002.4408,-3.6828,-3.7528,-10.4808,-146.7615
22008.2988,-3.6834,-3.7426,-10.4849,-146.8519
22014.1567,-3.6839,-3.7316,-10.4895,-146.9403
22020.0146,-3.6846,-3.7216,-10.4937,-147.0294
22025.8726,-3.6850,-3.7105,-10.4984,-147.1182
22031.7305,-3.6856,-3.6997,-10.5026,-147.2066
22037.5885,-3.6862,-3.6897,-10.5072,-147.2965
22043.4464,-3.6866,-3.6789,-10.5116,-147.3871
22049.3044,-3.6872,-3.6686,-10.5159,-147.4742
22055.1623,-3.6877,-3.6574,-10.5205,-147.5635
22061.0203,-3.6882,-3.6472,-10.5248,-147.6542
22066.8782,-3.6888,-3.6358,-10.5289,-147.7423
22072.7361,-3.6893,-3.6260,-10.5339,-147.8319
22078.5941,-3.6899,-3.6153,-10.5376,-147.9226
22084.4520,-3.6904,-3.6043,-10.5421,-148.0108
22090.3100,-3.6910,-3.5942,-10.5463,-148.0993
22096.1679,-3.6915,-3.5836,-10.5508,-148.1914
22102.0259,-3.6920,-3.5731,-10.5550,-148.2801
22107.8838,-3.6926,-3.5618,-10.5593,-148.3708
22113.7418,-3.6930,-3.5517,-10.5635,-148.4593
22119.5997,-3.6934,-3.5407,-10.5680,-148.5509
22125.4577,-3.6940,-3.5303,-10.5723,-148.6400
22131.3156,-3.6946,-3.5202,-10.5765,-148.7316
22137.1735,-3.6951,-3.5091,-10.5809,-148.8196
22143.0315,-3.6956,-3.4988,-10.5851,-148.9119
22148.8894,-3.6962,-3.4880,-10.5893,-149.0016
22154.7474,-3.6965,-3.4766,-10.5935,-149.0924
22160.6053,-3.6972,-3.4674,-10.5978,-149.1835
22166.4633,-3.6976,-3.4551,-10.6019,-149.2731
22172.3212,-3.6981,-3.4448,-10.6064,-149.3633
22178.1792,-3.6986,-3.4337,-10.6104,-149.4552
22184.0371,-3.6992,-3.4235,-10.6147,-149.5458
22189.8950,-3.6996,-3.4133,-10.6189,-149.6350
22195.7530,-3.7001,-3.4021,-10.6230,-149.7258
22201.6109,-3.7006,-3.3920,-10.6271,-149.8159
22207.4689,-3.7011,-3.3809,-10.6314,-149.9090
22213.3268,-3.7015,-3.3702,-10.6352,-149.9988
22219.1848,-3.7021,-3.3604,-10.6393,-150.0889
22225.0427,-3.7026,-3.3483,-10.6435,-150.1803
22230.9007,-3.7031,-3.3387,-10.6478,-150.2734
22236.7586,-3.7035,-3.3267,-10.6517,-150.3639
22242.6165,-3.7041,-3.3165,-10.6558,-150.4556
22248.4745,-3.7045,-3.3062,-10.6601,-150.5467
22254.3324,-3.7050,-3.2954,-10.6640,-150.6397
22260.1904,-3.7055,-3.2849,-10.6683,-150.7297
22266.0483,-3.7060,-3.2740,-10.6721,-150.8231
22271.9063,-3.7064,-3.2631,-10.6764,-150.9133
22277.7642,-3.7069,-3.2527,-10.6803,-151.0056
22283.6222,-3.7075,-3.2412,-10.6843,-151.0987
22289.4801,-3.7079,-3.2313,-10.6882,-151.1897
22295.3381,-3.7084,-3.2199,-10.6924,-151.2829
22301.1960,-3.7089,-3.2097,-10.6964,-151.3737
22307.0539,-3.7092,-3.1990,-10.7003,-151.4662
22312.9119,-3.7097,-3.1875,-10.7043,-151.5582
22318.7698,-3.7101,-3.1777,-10.7083,-151.6515
22324.6278,-3.7107,-3.1668,-10.7124,-151.7424
22330.4857,-3.7111,-3.1562,-10.7162,-151.8352
22336.3437,-3.7117,-3.1450,-10.7200,-151.9278
22342.2016,-3.7121,-3.1342,-10.7239,-152.0193
22348.0596,-3.7124,-3.1241,-10.7281,-152.1128
22353.9175,-3.7131,-3.1130,-10.7318,-152.2063
22359.7754,-3.7134,-3.1020,-10.7358,-152.2983
22365.6334,-3.7140,-3.0914,-10.7395,-152.3913
22371.4913,-3.7144,-3.0800,-10.7436,-152.4834
22377.3493,-3.7148,-3.0693,-10.7475,-152.5773
22383.2072,-3.7153,-3.0591,-10.7513,-152.6698
22389.0652,-3.7157,-3.0479,-10.7551,-152.7619
22394.9231,-3.7163,-3.0367,-10.7588,-152.8558
22400.7811,-3.7166,-3.0259,-10.7627,-152.9471
22406.6390,-3.7170,-3.0153,-10.7667,-153.0419
22412.4969,-3.7175,-3.0043,-10.7703,-153.1352
22418.3549,-3.7179,-2.9937,-10.7741,-153.2280
22424.2128,-3.7183,-2.9831,-10.7779,-153.3222
22430.0708,-3.7188,-2.9719,-10.7817,-153.4146
22435.9287,-3.7191,-2.9612,-10.7856,-153.5087
22441.7867,-3.7197,-2.9508,-10.7895,-153.6022
22447.6446,-3.7200,-2.9395,-10.7929,-153.6967
22453.5026,-3.7205,-2.9291,-10.7967,-153.7892
22459.3605,-3.7209,-2.9184,-10.8005,-153.8832
22465.2185,-3.7213,-2.9073,-10.8042,-153.9780
22471.0764,-3.7218,-2.8967,-10.8077,-154.0703
22476.9343,-3.7221,-2.8854,-10.8116,-154.1658
22482.7923,-3.7226,-2.8751,-10.8152,-154.2595
22488.6502,-3.7230,-2.8635,-10.8189,-154.3528
22494.5082,-3.7235,-2.8534,-10.8225,-154.4465
22500.3661,-3.7239,-2.8424,-10.8261,-154.5413
22506.2241,-3.7243,-2.8314,-10.8299,-154.6353
22512.0820,-3.7247,-2.8206,-10.8334,-154.7282
22517.9400,-3.7251,-2.8096,-10.8370,-154.8226
22523.7979,-3.7255,-2.7993,-10.8406,-154.9187
22529.6558,-3.7259,-2.7882,-10.8441,-155.0119
22535.5138,-3.7264,-2.7772,-10.8480,-155.1068
22541.3717,-3.7269,-2.7660,-10.8512,-155.2018
22547.2297,-3.7272,-2.7551,-10.8548,-155.2968
22553.0876,-3.7276,-2.7443,-10.8583,-155.3916
22558.9456,-3.7280,-2.7331,-10.8619,-155.4873
22564.8035,-3.7284,-2.7230,-10.8656,-155.5820
22570.6615,-3.7288,-2.7115,-10.8690,-155.6775
22576.5194,-3.7291,-2.7010,-10.8723,-155.7717
22582.3773,-3.7296,-2.6896,-10.8756,-155.8664
22588.2353,-3.7299,-2.6791,-10.8794,-155.9615
22594.0932,-3.7303,-2.6682,-10.8829,-156.0569
22599.9512,-3.7308,-2.6574,-10.8861,-156.1525
22605.8091,-3.7312,-2.6462,-10.8895,-156.2454
22611.6671,-3.7316,-2.6352,-10.8932,-156.3427
22617.5250,-3.7319,-2.6239,-10.8964,-156.4380
22623.3830,-3.7323,-2.6134,-10.8998,-156.5318
22629.2409,-3.7326,-2.6018,-10.9036,-156.6297
22635.0989,-3.7330,-2.5917,-10.9067,-156.7242
22640.9568,-3.7334,-2.5803,-10.9102,-156.8193
22646.8147,-3.7338,-2.5695,-10.9136,-156.9157
22652.6727,-3.7342,-2.5588,-10.9167,-157.0114
22658.5306,-3.7345,-2.5478,-10.9205,-157.1064
22664.3886,-3.7349,-2.5375,-10.9236,-157.2024
22670.2465,-3.7354,-2.5258,-10.9268,-157.2990
22676.1045,-3.7357,-2.5151,-10.9301,-157.3934
22681.9624,-3.7361,-2.5036,-10.9334,-157.4908
22687.8204,-3.7364,-2.4925,-10.9368,-157.5862
22693.6783,-3.7368,-2.4821,-10.9399,-157.6817
22699.5362,-3.7371,-2.4705,-10.9432,-157.7798
22705.3942,-3.7375,-2.4600,-10.9464,-157.8750
22711.2521,-3.7378,-2.4486,-10.9494,-157.9713
22717.1101,-3.7381,-2.4379,-10.9527,-158.0670
22722.9680,-3.7385,-2.4275,-10.9559,-158.1627
22728.8260,-3.7390,-2.4161,-10.9591,-158.2606
22734.6839,-3.7393,-2.4058,-10.9621,-158.3554
22740.5419,-3.7396,-2.3941,-10.9653,-158.4518
22746.3998,-3.7399,-2.3834,-10.9686,-158.5488
22752.2577,-3.7404,-2.3724,-10.9716,-158.6457
22758.1157,-3.7407,-2.3611,-10.9748,-158.7419
22763.9736,-3.7411,-2.3502,-10.9781,-158.8385
22769.8316,-3.7414,-2.3382,-10.9811,-158.9368
22775.6895,-3.7417,-2.3280,-10.9842,-159.0329
22781.5475,-3.7420,-2.3177,-10.9875,-159.1308
22787.4054,-3.7423,-2.3065,-10.9904,-159.2273
22793.2634,-3.7428,-2.2951,-10.9935,-159.3241
22799.1213,-3.7431,-2.2846,-10.9966,-159.4214
22804.9793,-3.7433,-2.2738,-10.9996,-159.5191
22810.8372,-3.7438,-2.2622,-11.0026,-159.6163
22816.6951,-3.7441,-2.2510,-11.0054,-159.7133
22822.5531,-3.7445,-2.2405,-11.0087,-159.8102
22828.4110,-3.7447,-2.2284,-11.0115,-159.9076
22834.2690,-3.7451,-2.2174,-11.0144,-160.0054
22840.1269,-3.7454,-2.2076,-11.0172,-160.1026
22845.9849,-3.7457,-2.1964,-11.0204,-160.2003
22851.8428,-3.7461,-2.1852,-11.0231,-160.2991
22857.7008,-3.7464,-2.1741,-11.0259,-160.3943
22863.5587,-3.7466,-2.1632,-11.0292,-160.4913
22869.4166,-3.7470,-2.1517,-11.0320,-160.5912
22875.2746,-3.7473,-2.1409,-11.0345,-160.6874
22881.1325,-3.7477,-2.1299,-11.0378,-160.7861
22886.9905,-3.7480,-2.1191,-11.0404,-160.8828
22892.8484,-3.7482,-2.1063,-11.0433,-160.9800
22898.7064,-3.7486,-2.0966,-11.0463,-161.0790
22904.5643,-3.7488,-2.0853,-11.0488,-161.1777
22910.4223,-3.7491,-2.0748,-11.0518,-161.2740
22916.2802,-3.7495,-2.0630,-11.0547,-161.3737
22922.1381,-3.7498,-2.0525,-11.0573,-161.4720
22927.9961,-3.7500,-2.0417,-11.0600,-161.5696
22933.8540,-3.7504,-2.0303,-11.0627,-161.6682
22939.7120,-3.7507,-2.0196,-11.0654,-161.7662
22945.5699,-3.7511,-2.0078,-11.0683,-161.8651
22951.4279,-3.7513,-1.9971,-11.0709,-161.9646
22957.2858,-3.7516,-1.9854,-11.0734,-162.0624
22963.1438,-3.7519,-1.9747,-11.0760,-162.1594
22969.0017,-3.7522,-1.9633,-11.0789,-162.2587
22974.8597,-3.7525,-1.9529,-11.0815,-162.3577
22980.7176,-3.7526,-1.9415,-11.0839,-162.4558
22986.5755,-3.7531,-1.9301,-11.0866,-162.5540
22992.4335,-3.7533,-1.9196,-11.0893,-162.6528
22998.2914,-3.7536,-1.9079,-11.0920,-162.7514
23004.1494,-3.7538,-1.8965,-11.0946,-162.8497
23010.0073,-3.7542,-1.8856,-11.0971,-162.9487
23015.8653,-3.7544,-1.8755,-11.0997,-163.0488
23021.7232,-3.7547,-1.8632,-11.1022,-163.1471
23027.5812,-3.7549,-1.8529,-11.1051,-163.2452
23033.4391,-3.7552,-1.8418,-11.1075,-163.3466
23039.2970,-3.7555,-1.8313,-11.1097,-163.4457
23045.1550,-3.7558,-1.8191,-11.1124,-163.5427
23051.0129,-3.7561,-1.8082,-11.1149,-163.6429
23056.8709,-3.7564,-1.7971,-11.1172,-163.7424
23062.7288,-3.7566,-1.7855,-11.1198,-163.8418
23068.5868,-3.7568,-1.7750,-11.1221,-163.9410
23074.4447,-3.7571,-1.7637,-11.1244,-164.0392
23080.3027,-3.7574,-1.7524,-11.1269,-164.1385
23086.1606,-3.7576,-1.7408,-11.1294,-164.2386
23092.0186,-3.7578,-1.7303,-11.1318,-164.3379
23097.8765,-3.7581,-1.7192,-11.1342,-164.4374
23103.7344,-3.7584,-1.7081,-11.1364,-164.5369
23109.5924,-3.7586,-1.6969,-11.1388,-164.6357
23115.4503,-3.7589,-1.6857,-11.1410,-164.7342
23121.3083,-3.7591,-1.6739,-11.1434,-164.8363
23127.1662,-3.7594,-1.6638,-11.1455,-164.9346
23133.0242,-3.7596,-1.6525,-11.1476,-165.0339
23138.8821,-3.7599,-1.6413,-11.1502,-165.1331
23144.7401,-3.7601,-1.6297,-11.1523,-165.2357
23150.5980,-3.7602,-1.6193,-11.1546,-165.3329
23156.4559,-3.7605,-1.6078,-11.1567,-165.4338
23162.3139,-3.7608,-1.5970,-11.1591,-165.5344
23168.1718,-3.7610,-1.5860,-11.1612,-165.6335
23174.0298,-3.7614,-1.5742,-11.1636,-165.7332
23179.8877,-3.7615,-1.5630,-11.1655,-165.8350
23185.7457,-3.7618,-1.5523,-11.1676,-165.9344
23191.6036,-3.7620,-1.5410,-11.1699,-166.0334
23197.4616,-3.7622,-1.5294,-11.1723,-166.1349
23203.3195,-3.7624,-1.5190,-11.1739,-166.2359
23209.1774,-3.7626,-1.5072,-11.1762,-166.3353
23215.0354,-3.7628,-1.4957,-11.1783,-166.4344
23220.8933,-3.7631,-1.4849,-11.1803,-166.5358
23226.7513,-3.7633,-1.4741,-11.1823,-166.6357
23232.6092,-3.7636,-1.4627,-11.1843,-166.7362
23238.4672,-3.7637,-1.4512,-11.1864,-166.8360
23244.3251,-3.7640,-1.4406,-11.1883,-166.9372
23250.1831,-3.7641,-1.4287,-11.1902,-167.0382
23256.0410,-3.7642,-1.4178,-11.1923,-167.1383
23261.8990,-3.7646,-1.4062,-11.1942,-167.2379
23267.7569,-3.7648,-1.3958,-11.1964,-167.3404
23273.6148,-3.7649,-1.3840,-11.1981,-167.4409
23279.4728,-3.7652,-1.3733,-11.1998,-167.5412
23285.3307,-3.7653,-1.3624,-11.2020,-167.6403
23291.1887,-3.7655,-1.3514,-11.2038,-167.7421
23297.0466,-3.7657,-1.3393,-11.2059,-167.8438
23302.9046,-3.7659,-1.3281,-11.2075,-167.9440
23308.7625,-3.7661,-1.3172,-11.2094,-168.0437
23314.6205,-3.7662,-1.3065,-11.2114,-168.1456
23320.4784,-3.7666,-1.2951,-11.2130,-168.2479
23326.3363,-3.7668,-1.2843,-11.2148,-168.3467
23332.1943,-3.7670,-1.2727,-11.2165,-168.4471
23338.0522,-3.7671,-1.2611,-11.2183,-168.5500
23343.9102,-3.7673,-1.2499,-11.2202,-168.6515
23349.7681,-3.7675,-1.2390,-11.2215,-168.7526
23355.6261,-3.7677,-1.2272,-11.2234,-168.8514
23361.4840,-3.7679,-1.2165,-11.2253,-168.9547
23367.3420,-3.7681,-1.2048,-11.2268,-169.0567
23373.1999,-3.7682,-1.1944,-11.2285,-169.1542
23379.0578,-3.7685,-1.1827,-11.2304,-169.2584
23384.9158,-3.7686,-1.1718,-11.2318,-169.3577
23390.7737,-3.7687,-1.1600,-11.2335,-169.4604
23396.6317,-3.7689,-1.1492,-11.2352,-169.5615
23402.4896,-3.7690,-1.1379,-11.2363,-169.6616
23408.3476,-3.7692,-1.1266,-11.2386,-169.7622
23414.2055,-3.7695,-1.1155,-11.2398,-169.8645
23420.0635,-3.7696,-1.1049,-11.2415,-169.9684
23425.9214,-3.7697,-1.0928,-11.2428,-170.0660
23431.7794,-3.7699,-1.0819,-11.2446,-170.1688
23437.6373,-3.7701,-1.0706,-11.2461,-170.2706
23443.4952,-3.7702,-1.0596,-11.2474,-170.3738
23449.3532,-3.7703,-1.0476,-11.2492,-170.4736
23455.2111,-3.7706,-1.0373,-11.2506,-170.5765
23461.0691,-3.7706,-1.0259,-11.2520,-170.6789
23466.9270,-3.7707,-1.0143,-11.2532,-170.7802
23472.7850,-3.7709,-1.0030,-11.2549,-170.8803
23478.6429,-3.7711,-0.9926,-11.2561,-170.9843
23484.5009,-3.7713,-0.9805,-11.2573,-171.0838
23490.3588,-3.7715,-0.9694,-11.2588,-171.1862
23496.2167,-3.7715,-0.9580,-11.2602,-171.2882
23502.0747,-3.7717,-0.9470,-11.2614,-171.3897
23507.9326,-3.7717,-0.9359,-11.2629,-171.4917
23513.7906,-3.7721,-0.9247,-11.2641,-171.5933
23519.6485,-3.7721,-0.9130,-11.2656,-171.6952
23525.5065,-3.7723,-0.9014,-11.2668,-171.7968
23531.3644,-3.7723,-0.8912,-11.2681,-171.8992
23537.2224,-3.7724,-0.8801,-11.2693,-172.0007
23543.0803,-3.7726,-0.8686,-11.2705,-172.1031
23548.9382,-3.7729,-0.8573,-11.2719,-172.2038
23554.7962,-3.7728,-0.8460,-11.2731,-172.3067
23560.6541,-3.7730,-0.8341,-11.2741,-172.4085
23566.5121,-3.7732,-0.8238,-11.2756,-172.5105
23572.3700,-3.7733,-0.8121,-11.2767,-172.6129
23578.2280,-3.7734,-0.8010,-11.2777,-172.7148
23584.0859,-3.7736,-0.7885,-11.2788,-172.8164
23589.9439,-3.7737,-0.7783,-11.2799,-172.9200
23595.8018,-3.7737,-0.7667,-11.2809,-173.0212
23601.6598,-3.7738,-0.7554,-11.2819,-173.1240
23607.5177,-3.7740,-0.7443,-11.2831,-173.2248
23613.3756,-3.7740,-0.7331,-11.2841,-173.3286
23619.2336,-3.7741,-0.7217,-11.2850,-173.4294
23625.0915,-3.7743,-0.7107,-11.2860,-173.5328
23630.9495,-3.7743,-0.6991,-11.2871,-173.6343
